screen_name,location,followers_count,friends_count,listed_count,favorites_count,verified,statuses_count,status,name
AceWallpaperBot,,20423,8,130,0,FALSE,17387,"{'favorite_count': 12, 'id': 851432355856306177, 'text': 'Image Resolution: 2000x1500\nhttps://t.co/2K1KKqs5tF https://t.co/wginzQNwnm', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': None, 'retweeted': False, 'source': '<a href=""https://github.com/ace3df/AcePictureBot"" rel=""nofollow"">AcePictureBot</a>', 'contributors': None, 'id_str': '851432355856306177', 'in_reply_to_user_id': None, 'favorited': False, 'extended_entities': {'media': [{'sizes': {'small': {'h': 510, 'w': 680, 'resize': 'fit'}, 'large': {'h': 1500, 'w': 2000, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 900, 'w': 1200, 'resize': 'fit'}}, 'url': 'https://t.co/wginzQNwnm', 'id': 851432353629122561, 'expanded_url': 'https://twitter.com/AceWallpaperBot/status/851432355856306177/photo/1', 'id_str': '851432353629122561', 'media_url_https': 'https://pbs.twimg.com/media/C9DlNuxWsAENkw4.jpg', 'display_url': 'pic.twitter.com/wginzQNwnm', 'media_url': 'http://pbs.twimg.com/media/C9DlNuxWsAENkw4.jpg', 'indices': [52, 75], 'type': 'photo'}]}, 'entities': {'urls': [{'url': 'https://t.co/2K1KKqs5tF', 'expanded_url': 'http://www.pixiv.net/member_illust.php?mode=medium&illust_id=13252400', 'indices': [28, 51], 'display_url': 'pixiv.net/member_illust.â€¦'}], 'user_mentions': [], 'hashtags': [], 'symbols': [], 'media': [{'sizes': {'small': {'h': 510, 'w': 680, 'resize': 'fit'}, 'large': {'h': 1500, 'w': 2000, 'resize': 'fit'}, 'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'medium': {'h': 900, 'w': 1200, 'resize': 'fit'}}, 'url': 'https://t.co/wginzQNwnm', 'id': 851432353629122561, 'expanded_url': 'https://twitter.com/AceWallpaperBot/status/851432355856306177/photo/1', 'id_str': '851432353629122561', 'media_url_https': 'https://pbs.twimg.com/media/C9DlNuxWsAENkw4.jpg', 'display_url': 'pic.twitter.com/wginzQNwnm', 'media_url': 'http://pbs.twimg.com/media/C9DlNuxWsAENkw4.jpg', 'indices': [52, 75], 'type': 'photo'}]}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': None, 'lang': 'en', 'geo': None, 'created_at': 'Mon Apr 10 13:51:07 +0000 2017', 'in_reply_to_status_id': None, 'possibly_sensitive': False, 'retweet_count': 5, 'in_reply_to_user_id_str': None}",AceWallpaperBot
acormier_bzfd,"New York, NY",1436,2017,55,1099,TRUE,967,"{'created_at': 'Tue Apr 11 14:07:03 +0000 2017', 'id': 851798752922828802, 'id_str': '851798752922828802', 'text': 'RT @RosalindZAdams: This is the email I got from UHS after I went to seek comment from Shadow Mountain exec in person https://t.co/iVUB3jFF‰Û_', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RosalindZAdams', 'name': 'Rosalind Adams', 'id': 15082241, 'id_str': '15082241', 'indices': [3, 18]}], 'urls': []}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'retweeted_status': {'created_at': 'Tue Apr 11 13:25:41 +0000 2017', 'id': 851788343411134464, 'id_str': '851788343411134464', 'text': 'This is the email I got from UHS after I went to seek comment from Shadow Mountain exec in person https://t.co/iVUB3jFFLW', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [], 'media': [{'id': 851788341490200579, 'id_str': '851788341490200579', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/C9Io-85XsAMIHL9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9Io-85XsAMIHL9.jpg', 'url': 'https://t.co/iVUB3jFFLW', 'display_url': 'pic.twitter.com/iVUB3jFFLW', 'expanded_url': 'https://twitter.com/RosalindZAdams/status/851788343411134464/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 749, 'h': 264, 'resize': 'fit'}, 'small': {'w': 680, 'h': 240, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 749, 'h': 264, 'resize': 'fit'}}}]}, 'extended_entities': {'media': [{'id': 851788341490200579, 'id_str': '851788341490200579', 'indices': [98, 121], 'media_url': 'http://pbs.twimg.com/media/C9Io-85XsAMIHL9.jpg', 'media_url_https': 'https://pbs.twimg.com/media/C9Io-85XsAMIHL9.jpg', 'url': 'https://t.co/iVUB3jFFLW', 'display_url': 'pic.twitter.com/iVUB3jFFLW', 'expanded_url': 'https://twitter.com/RosalindZAdams/status/851788343411134464/photo/1', 'type': 'photo', 'sizes': {'large': {'w': 749, 'h': 264, 'resize': 'fit'}, 'small': {'w': 680, 'h': 240, 'resize': 'fit'}, 'thumb': {'w': 150, 'h': 150, 'resize': 'crop'}, 'medium': {'w': 749, 'h': 264, 'resize': 'fit'}}}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 21, 'favorite_count': 48, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}, 'is_quote_status': False, 'retweet_count': 21, 'favorite_count': 0, 'favorited': False, 'retweeted': False, 'lang': 'en'}",Anthony Cormier
ActuallyNPH,Manhattanland,26376073,91,60767,None,TRUE,2666,"{u'lang': u'en', u'text': u""Podcast recommendation: S-Town. It's epic, intimate, crazy, mysterious, informative, tragic and downright brilliant. https://t.co/6V8i3Nw8qh"", u'created_at': u'Sun Apr 09 00:12:25 +0000 2017', u'hashtags': [], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'850863937398517761', u'urls': [{u'url': u'https://t.co/6V8i3Nw8qh', u'expanded_url': u'https://itunes.apple.com/us/podcast/s-town/id1212558767?mt=2'}], u'retweet_count': 324, u'id': 850863937398517761, u'favorite_count': 2544}",Neil Patrick Harris
Adele,London,27950120,157,32993,None,TRUE,287,"{u'lang': u'en', u'truncated': True, u'text': u'#W4Water 1.5 million children die every year due to water related diseases.Pls support @drop4drop with their missio\u2026 https://t.co/W5570kii0M', u'created_at': u'Wed Mar 22 09:14:20 +0000 2017', u'hashtags': [{u'text': u'W4Water'}], u'user_mentions': [{u'screen_name': u'drop4drop', u'name': u'drop4drop', u'id': 258740364}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'844477332693897216', u'urls': [{u'url': u'https://t.co/W5570kii0M', u'expanded_url': u'https://twitter.com/i/web/status/844477332693897216'}], u'retweet_count': 5435, u'id': 844477332693897216, u'favorite_count': 21488}",Adele
aflores,Los Angeles,5210,2555,232,1169,TRUE,5501,"{'created_at': 'Tue Apr 11 18:31:46 +0000 2017', 'id': 851865374010204160, 'id_str': '851865374010204160', 'text': 'Attorney General Orders Tougher Prosecutions Of Undocumented Immigrants https://t.co/K1bae38Oab', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': [{'url': 'https://t.co/K1bae38Oab', 'expanded_url': 'https://www.buzzfeed.com/adolfoflores/attorney-general-orders-tougher-prosecutions-of?utm_term=.qunkvled2', 'display_url': 'buzzfeed.com/adolfoflores/a‰Û_', 'indices': [72, 95]}]}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 1, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",Adolfo Flores
agnezmo,Los Angeles,16328463,1071,10848,None,TRUE,14596,"{u'lang': u'en', u'text': u'Too comfortable \U0001f60e #studioflow #AGNEZMO https://t.co/heDL0FPSqO', u'created_at': u'Wed Mar 15 16:40:21 +0000 2017', u'hashtags': [{u'text': u'studioflow'}, {u'text': u'AGNEZMO'}], u'user_mentions': [], u'source': u'<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>', u'id_str': u'842052863853531137', u'urls': [{u'url': u'https://t.co/heDL0FPSqO', u'expanded_url': u'https://www.instagram.com/p/BRo7f6YDeRs/'}], u'retweet_count': 211, u'id': 842052863853531137, u'favorite_count': 503}",AGNEZ MO
Agostinozoida,,964,331,15,2832,FALSE,6389,"{'place': None, 'retweeted_status': {'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851309976517828608', 'text': ""LA! This Tuesday at The Dime it's me, Jamie Kennedy, Kate Quigley, K-Von and more! Hope you can make it! https://t.co/9uoGLYhMRX"", 'extended_entities': {'media': [{'id_str': '851309833454313472', 'type': 'photo', 'indices': [105, 128], 'display_url': 'pic.twitter.com/9uoGLYhMRX', 'media_url_https': 'https://pbs.twimg.com/media/C9B1yHjXYAA-AON.jpg', 'url': 'https://t.co/9uoGLYhMRX', 'id': 851309833454313472, 'expanded_url': 'https://twitter.com/AdamComedian/status/851309976517828608/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 800, 'resize': 'fit', 'w': 800}, 'large': {'h': 800, 'resize': 'fit', 'w': 800}, 'small': {'h': 680, 'resize': 'fit', 'w': 680}}, 'media_url': 'http://pbs.twimg.com/media/C9B1yHjXYAA-AON.jpg'}]}, 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'media': [{'id_str': '851309833454313472', 'type': 'photo', 'indices': [105, 128], 'display_url': 'pic.twitter.com/9uoGLYhMRX', 'media_url_https': 'https://pbs.twimg.com/media/C9B1yHjXYAA-AON.jpg', 'url': 'https://t.co/9uoGLYhMRX', 'id': 851309833454313472, 'expanded_url': 'https://twitter.com/AdamComedian/status/851309976517828608/photo/1', 'sizes': {'thumb': {'h': 150, 'resize': 'crop', 'w': 150}, 'medium': {'h': 800, 'resize': 'fit', 'w': 800}, 'large': {'h': 800, 'resize': 'fit', 'w': 800}, 'small': {'h': 680, 'resize': 'fit', 'w': 680}}, 'media_url': 'http://pbs.twimg.com/media/C9B1yHjXYAA-AON.jpg'}], 'user_mentions': []}, 'favorite_count': 25, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'possibly_sensitive': False, 'created_at': 'Mon Apr 10 05:44:49 +0000 2017', 'id': 851309976517828608, 'lang': 'en', 'retweet_count': 6}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '851310933250932736', 'text': ""RT @AdamComedian: LA! This Tuesday at The Dime it's me, Jamie Kennedy, Kate Quigley, K-Von and more! Hope you can make it! https://t.co/9uoâ€¦"", 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': [{'id_str': '17588517', 'name': 'Adam Hunter', 'screen_name': 'AdamComedian', 'id': 17588517, 'indices': [3, 16]}]}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'created_at': 'Mon Apr 10 05:48:37 +0000 2017', 'id': 851310933250932736, 'lang': 'en', 'retweet_count': 6}",laughkommander
AhmedBharoocha,,5254,2407,102,3082,FALSE,3392,"{'place': None, 'retweeted_status': {'place': None, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '849630982311366656', 'text': 'Tickets available now! @nickkroll @SarahKSilverman @natashaleggero @AhmedBharoocha All on stage for a great cause!\nhttps://t.co/ltmGLEZkhD', 'contributors': None, 'entities': {'symbols': [], 'urls': [{'url': 'https://t.co/ltmGLEZkhD', 'expanded_url': 'http://homedogla.org/punchlines', 'indices': [115, 138], 'display_url': 'homedogla.org/punchlines'}], 'hashtags': [], 'user_mentions': [{'id_str': '23027237', 'name': 'nick kroll', 'screen_name': 'nickkroll', 'id': 23027237, 'indices': [23, 33]}, {'id_str': '30364057', 'name': 'Sarah Silverman', 'screen_name': 'SarahKSilverman', 'id': 30364057, 'indices': [34, 50]}, {'id_str': '22222761', 'name': 'Natasha Leggero', 'screen_name': 'natashaleggero', 'id': 22222761, 'indices': [51, 66]}, {'id_str': '43993280', 'name': 'Ahmed Bharoocha', 'screen_name': 'AhmedBharoocha', 'id': 43993280, 'indices': [67, 82]}]}, 'favorite_count': 6, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'possibly_sensitive': False, 'created_at': 'Wed Apr 05 14:33:06 +0000 2017', 'id': 849630982311366656, 'lang': 'en', 'retweet_count': 1}, 'retweeted': False, 'favorited': False, 'in_reply_to_user_id_str': None, 'in_reply_to_status_id_str': None, 'geo': None, 'coordinates': None, 'in_reply_to_status_id': None, 'in_reply_to_user_id': None, 'truncated': False, 'is_quote_status': False, 'in_reply_to_screen_name': None, 'id_str': '850729407916396545', 'text': 'RT @HomeDogLA: Tickets available now! @nickkroll @SarahKSilverman @natashaleggero @AhmedBharoocha All on stage for a great cause!\nhttps://tâ€¦', 'contributors': None, 'entities': {'symbols': [], 'urls': [], 'hashtags': [], 'user_mentions': [{'id_str': '3076267733', 'name': 'Home Dog L.A.', 'screen_name': 'HomeDogLA', 'id': 3076267733, 'indices': [3, 13]}, {'id_str': '23027237', 'name': 'nick kroll', 'screen_name': 'nickkroll', 'id': 23027237, 'indices': [38, 48]}, {'id_str': '30364057', 'name': 'Sarah Silverman', 'screen_name': 'SarahKSilverman', 'id': 30364057, 'indices': [49, 65]}, {'id_str': '22222761', 'name': 'Natasha Leggero', 'screen_name': 'natashaleggero', 'id': 22222761, 'indices': [66, 81]}, {'id_str': '43993280', 'name': 'Ahmed Bharoocha', 'screen_name': 'AhmedBharoocha', 'id': 43993280, 'indices': [82, 97]}]}, 'favorite_count': 0, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'created_at': 'Sat Apr 08 15:17:51 +0000 2017', 'id': 850729407916396545, 'lang': 'en', 'retweet_count': 1}",Ahmed Bharoocha
aho_levi_bot,teamãƒªãƒ´ã‚¡ã‚¤,446,431,4,None,None,119680,"{u'lang': u'ja', u'text': u'@kotsubu_149 \u306a\u306b\uff1f\u306a\u3093\u304b\u304f\u308c\u308b\u306e\uff1f', u'created_at': u'Sun Apr 09 21:54:02 +0000 2017', u'hashtags': [], u'user_mentions': [{u'screen_name': u'kotsubu_149', u'name': u'\u3053\u3064\u3076', u'id': 2754206034}], u'source': u'<a href=""https://twitter.com/aho_levi_bot"" rel=""nofollow"">\u30f4\u30a3\u30f3\u9577bot</a>', u'in_reply_to_status_id': 851191318789226497, u'in_reply_to_screen_name': u'kotsubu_149', u'id_str': u'851191500176211970', u'urls': [], u'id': 851191500176211970, u'in_reply_to_user_id': 2754206034}",é€²æ’ƒã®ãŠãƒã‚«ã•ã‚“(Ïƒâ–½Ïƒ)
aiomacbot,,1404,0,2,12,FALSE,141,"{'favorite_count': 2, 'id': 851175528384081922, 'text': '@adidanick @Slick______ The latest update should have corrected the issue. We will find out Thursday.', 'is_quote_status': False, 'coordinates': None, 'in_reply_to_screen_name': 'adidanick', 'retweeted': False, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'contributors': None, 'id_str': '851175528384081922', 'in_reply_to_user_id': 1090862568, 'favorited': False, 'entities': {'urls': [], 'user_mentions': [{'name': 'Adidanick', 'id': 1090862568, 'screen_name': 'adidanick', 'id_str': '1090862568', 'indices': [0, 10]}, {'name': 'ã…¤', 'id': 2248383241, 'screen_name': 'Slick______', 'id_str': '2248383241', 'indices': [11, 23]}], 'hashtags': [], 'symbols': []}, 'place': None, 'truncated': False, 'in_reply_to_status_id_str': '851175008412069888', 'lang': 'en', 'geo': None, 'created_at': 'Sun Apr 09 20:50:34 +0000 2017', 'in_reply_to_status_id': 851175008412069888, 'retweet_count': 0, 'in_reply_to_user_id_str': '1090862568'}",TaskBot
akshaykumar,None,16933838,21,14682,None,TRUE,3673,"{u'lang': u'en', u'truncated': True, u'text': u'A heartfelt thank you to hon. @rajnathsingh,Shri. Rajiv Mehrishi and @paramiyer_ for making #BharatKeVeer possible\u2026 https://t.co/fNgLENylXk', u'created_at': u'Sun Apr 09 14:33:47 +0000 2017', u'hashtags': [{u'text': u'BharatKeVeer'}], u'user_mentions': [{u'screen_name': u'rajnathsingh', u'name': u'Rajnath Singh', u'id': 1346439824}, {u'screen_name': u'paramiyer_', u'name': u'Param Iyer', u'id': 731014942879588352}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851080708130983937', u'urls': [{u'url': u'https://t.co/fNgLENylXk', u'expanded_url': u'https://twitter.com/i/web/status/851080708130983937'}], u'retweet_count': 1725, u'id': 851080708130983937, u'favorite_count': 6436}",Akshay Kumar
AlannaBennett,"New York, NY",8619,3229,190,50921,TRUE,38918,"{'created_at': 'Tue Apr 11 19:59:24 +0000 2017', 'id': 851887426679312385, 'id_str': '851887426679312385', 'text': ""Any of y'all reading America or the new Hawkeye? I need America Chavez and Kate Bishop back in my life but I wanna hear your guys' thoughts"", 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [], 'urls': []}, 'source': '<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 2, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'lang': 'en'}",A.B.
AlArabiya_Brk,Dubai,15610695,36,15248,None,TRUE,82958,"{u'lang': u'ar', u'text': u'\u0635\u062d\u064a\u0641\u0629 \u0645\u0635\u0631\u064a\u0629 \u0639\u0646 \u0648\u0632\u0627\u0631\u0629 \u0627\u0644\u0635\u062d\u0629: \u0627\u0631\u062a\u0641\u0627\u0639 \u0639\u062f\u062f \u0642\u062a\u0644\u0649 \u062a\u0641\u062c\u064a\u0631 #\u0643\u0646\u064a\u0633\u0629_\u0627\u0644\u0625\u0633\u0643\u0646\u062f\u0631\u064a\u0629 \u0625\u0644\u0649 22 #\u0627\u0644\u0639\u0631\u0628\u064a\u0629_\u0639\u0627\u062c\u0644', u'created_at': u'Sun Apr 09 20:35:52 +0000 2017', u'hashtags': [{u'text': u'\u0643\u0646\u064a\u0633\u0629_\u0627\u0644\u0625\u0633\u0643\u0646\u062f\u0631\u064a\u0629'}, {u'text': u'\u0627\u0644\u0639\u0631\u0628\u064a\u0629_\u0639\u0627\u062c\u0644'}], u'user_mentions': [], u'source': u'<a href=""https://www.alarabiya.net"" rel=""nofollow"">Alarabiya Social Media Poster</a>', u'id_str': u'851171829091848196', u'urls': [], u'retweet_count': 26, u'id': 851171829091848196, u'favorite_count': 70}",Ø§Ù„Ø¹Ø±Ø¨ÙŠØ© Ø¹Ø§Ø¬Ù„
AlejandroSanz,None,15836207,1046,32067,None,TRUE,27660,"{u'lang': u'es', u'retweeted_status': {u'lang': u'es', u'text': u'Atentos ma\xf1ana a las 18:00 (hora Espa\xf1a) estrenamos emoji \u2795ES\u2795 #M\xe1sesM\xe1s #24Junio #VicenteCalder\xf3n https://t.co/MGqSQhRAwB', u'created_at': u'Sun Apr 09 20:02:49 +0000 2017', u'hashtags': [{u'text': u'M\xe1sesM\xe1s'}, {u'text': u'24Junio'}, {u'text': u'VicenteCalder\xf3n'}], u'user_mentions': [], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851163510331629568', u'urls': [{u'url': u'https://t.co/MGqSQhRAwB', u'expanded_url': u'https://twitter.com/alejandrosanz/status/851132344031465472'}], u'retweet_count': 214, u'id': 851163510331629568, u'favorite_count': 335}, u'text': u'RT @MOWmanagement: Atentos ma\xf1ana a las 18:00 (hora Espa\xf1a) estrenamos emoji \u2795ES\u2795 #M\xe1sesM\xe1s #24Junio #VicenteCalder\xf3n https://t.co/MGqSQhRA\u2026', u'created_at': u'Sun Apr 09 21:05:43 +0000 2017', u'hashtags': [{u'text': u'M\xe1sesM\xe1s'}, {u'text': u'24Junio'}, {u'text': u'VicenteCalder\xf3n'}], u'user_mentions': [{u'screen_name': u'MOWmanagement', u'name': u'Music On Wheels', u'id': 801125227308744704}], u'source': u'<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', u'id_str': u'851179340519878657', u'urls': [], u'retweet_count': 214, u'id': 851179340519878657}",Alejandro Sanz
alexis_levinson,"Washington, D.C.",14749,1843,584,2389,TRUE,20076,"{'created_at': 'Tue Apr 11 17:20:13 +0000 2017', 'id': 851847366386737152, 'id_str': '851847366386737152', 'text': '.@jmartNYT - ""The late scramble in Kansas may prove the political equivalent of taking out an insurance policy."" https://t.co/6KtV9EDs6H', 'truncated': False, 'entities': {'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'jmartNYT', 'name': 'Jonathan Martin', 'id': 18678924, 'id_str': '18678924', 'indices': [1, 10]}], 'urls': [{'url': 'https://t.co/6KtV9EDs6H', 'expanded_url': 'https://www.nytimes.com/2017/04/10/us/politics/as-a-house-race-tightens-in-kansas-republicans-see-a-possible-warning-sign.html?smprod=nytcore-iphone&smid=nytcore-iphone-share', 'display_url': 'nytimes.com/2017/04/10/us/‰Û_', 'indices': [113, 136]}]}, 'source': '<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>', 'in_reply_to_status_id': None, 'in_reply_to_status_id_str': None, 'in_reply_to_user_id': None, 'in_reply_to_user_id_str': None, 'in_reply_to_screen_name': None, 'geo': None, 'coordinates': None, 'place': None, 'contributors': None, 'is_quote_status': False, 'retweet_count': 1, 'favorite_count': 2, 'favorited': False, 'retweeted': False, 'possibly_sensitive': False, 'lang': 'en'}",Alexis Levinson
